epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
189,41544.8,0.74626,0.37635,1.06316,0.97055,0.93014,0.9711,0.77138,0.82813,0.31114,1.16418,0.003796,0.003796,0.003796
190,41765.1,0.74661,0.36999,1.06398,0.97129,0.93221,0.97018,0.77184,0.82862,0.30962,1.16384,0.003763,0.003763,0.003763
191,41984.8,0.75869,0.37282,1.06874,0.9703,0.93333,0.97302,0.77206,0.82947,0.30984,1.16311,0.00373,0.00373,0.00373
192,42204.8,0.75565,0.37892,1.06776,0.97039,0.9301,0.9731,0.77008,0.82859,0.30908,1.1628,0.003697,0.003697,0.003697
193,42424.1,0.75102,0.3794,1.06479,0.97135,0.92771,0.97333,0.77149,0.82873,0.31027,1.16373,0.003664,0.003664,0.003664
194,42644.1,0.73494,0.37528,1.05904,0.96997,0.93251,0.97368,0.77101,0.82923,0.31012,1.16478,0.003631,0.003631,0.003631
195,42864.4,0.75319,0.37598,1.0644,0.97134,0.92849,0.97373,0.77116,0.82851,0.30933,1.16438,0.003598,0.003598,0.003598
196,43083.7,0.74874,0.36895,1.06778,0.98069,0.92343,0.97373,0.77158,0.82887,0.30821,1.16526,0.003565,0.003565,0.003565
197,43302.8,0.74573,0.37061,1.06254,0.97926,0.92241,0.97419,0.77285,0.82822,0.30783,1.16511,0.003532,0.003532,0.003532
198,43522.4,0.74224,0.36848,1.05813,0.97793,0.92252,0.97382,0.77356,0.82935,0.30687,1.16566,0.003499,0.003499,0.003499
199,43742.5,0.73897,0.37616,1.05648,0.97982,0.9232,0.97334,0.77205,0.8309,0.3076,1.1668,0.003466,0.003466,0.003466
200,43962.9,0.74167,0.37481,1.05436,0.97004,0.93279,0.97342,0.77283,0.83104,0.30689,1.16582,0.003433,0.003433,0.003433
201,44182.7,0.73029,0.36836,1.05083,0.96704,0.93415,0.97323,0.77233,0.8309,0.30745,1.1658,0.0034,0.0034,0.0034
202,44402.3,0.73185,0.3628,1.05319,0.96589,0.93493,0.97338,0.77215,0.82981,0.3069,1.16498,0.003367,0.003367,0.003367
203,44622.4,0.7412,0.36946,1.05549,0.9645,0.93577,0.97355,0.77342,0.82998,0.30678,1.1643,0.003334,0.003334,0.003334
204,44843,0.73729,0.36818,1.05074,0.96433,0.9388,0.97349,0.77108,0.83086,0.30732,1.16512,0.003301,0.003301,0.003301
205,45062,0.73299,0.36414,1.05683,0.96431,0.93814,0.97316,0.7707,0.83016,0.30708,1.1641,0.003268,0.003268,0.003268
206,45281.4,0.72758,0.36647,1.04509,0.96526,0.93836,0.97337,0.77137,0.8296,0.30664,1.16354,0.003235,0.003235,0.003235
207,45501.9,0.72434,0.36424,1.04779,0.96167,0.93801,0.97329,0.77047,0.82982,0.30776,1.1635,0.003202,0.003202,0.003202
208,45722.5,0.72984,0.36937,1.04828,0.9687,0.93194,0.97329,0.77111,0.82928,0.30725,1.16341,0.003169,0.003169,0.003169
209,45942,0.72523,0.35922,1.04925,0.97381,0.92913,0.97321,0.77281,0.82867,0.30659,1.16248,0.003136,0.003136,0.003136
210,46161.5,0.72588,0.36225,1.05002,0.98011,0.92388,0.97315,0.77274,0.8291,0.30727,1.16322,0.003103,0.003103,0.003103
211,46381.4,0.72477,0.35828,1.04769,0.96169,0.94004,0.9731,0.77189,0.82916,0.30683,1.1635,0.00307,0.00307,0.00307
212,46601.7,0.7195,0.35822,1.04115,0.97758,0.92388,0.97308,0.77259,0.8292,0.30676,1.16407,0.003037,0.003037,0.003037
213,46821.9,0.726,0.35986,1.04573,0.96911,0.93408,0.97312,0.77266,0.82946,0.30661,1.16423,0.003004,0.003004,0.003004
214,47041.1,0.72429,0.36369,1.04934,0.96364,0.9392,0.9733,0.77247,0.82868,0.30564,1.16359,0.002971,0.002971,0.002971
215,47260.3,0.71441,0.35489,1.03518,0.96819,0.93693,0.97329,0.7724,0.82728,0.30399,1.16271,0.002938,0.002938,0.002938
216,47479.3,0.71547,0.35783,1.04256,0.97,0.93568,0.97317,0.77371,0.82679,0.30419,1.1619,0.002905,0.002905,0.002905
217,47698.2,0.71352,0.3603,1.03813,0.9712,0.93371,0.97293,0.77312,0.82596,0.30345,1.16148,0.002872,0.002872,0.002872
218,47919.2,0.71137,0.35637,1.04105,0.97221,0.933,0.97341,0.77307,0.82575,0.30458,1.16135,0.002839,0.002839,0.002839
219,48140.1,0.72171,0.34969,1.04052,0.97413,0.93227,0.97348,0.77389,0.82575,0.3039,1.16177,0.002806,0.002806,0.002806
220,48359.9,0.70878,0.35681,1.03877,0.97724,0.9293,0.97345,0.77477,0.82545,0.30359,1.16174,0.002773,0.002773,0.002773
221,48579.1,0.71488,0.35168,1.04373,0.9761,0.92946,0.97349,0.77391,0.82573,0.30352,1.16253,0.00274,0.00274,0.00274
222,48798.1,0.70695,0.35161,1.03991,0.97587,0.93101,0.97375,0.77398,0.82594,0.30322,1.16283,0.002707,0.002707,0.002707
223,49017.3,0.70742,0.35132,1.04446,0.97597,0.93025,0.97354,0.7737,0.8254,0.30268,1.16293,0.002674,0.002674,0.002674
224,49236.1,0.70378,0.35618,1.03669,0.97512,0.93067,0.97373,0.77422,0.8256,0.30372,1.16296,0.002641,0.002641,0.002641
225,49455.7,0.7005,0.34671,1.03721,0.97396,0.93114,0.97382,0.77425,0.82536,0.30474,1.16292,0.002608,0.002608,0.002608
226,49676.5,0.7088,0.35226,1.03846,0.97402,0.93114,0.97377,0.77419,0.82574,0.30523,1.16342,0.002575,0.002575,0.002575
227,49897.8,0.70232,0.34372,1.04081,0.97805,0.92912,0.9727,0.77401,0.82651,0.30494,1.16372,0.002542,0.002542,0.002542
228,50117.6,0.69835,0.34805,1.03741,0.97468,0.93002,0.97271,0.77344,0.8271,0.3057,1.16444,0.002509,0.002509,0.002509
229,50337.6,0.70254,0.35085,1.04424,0.97488,0.93013,0.97225,0.77276,0.82764,0.30553,1.16485,0.002476,0.002476,0.002476
230,50556.2,0.69694,0.34853,1.03784,0.97489,0.93114,0.97203,0.7722,0.8283,0.30509,1.16556,0.002443,0.002443,0.002443
231,50776.2,0.68859,0.34579,1.03167,0.9733,0.93273,0.97204,0.77153,0.82902,0.305,1.16679,0.00241,0.00241,0.00241
232,50995.4,0.69146,0.34138,1.03741,0.97356,0.93241,0.97223,0.77226,0.82949,0.30541,1.16685,0.002377,0.002377,0.002377
233,51216.5,0.69613,0.3483,1.03437,0.97748,0.93114,0.97217,0.77187,0.8297,0.30516,1.16662,0.002344,0.002344,0.002344
234,51436.3,0.68772,0.34378,1.03052,0.97473,0.93227,0.97225,0.77329,0.82962,0.30433,1.16706,0.002311,0.002311,0.002311
235,51657.5,0.6915,0.34241,1.03123,0.97725,0.93114,0.97249,0.77299,0.82929,0.3043,1.16734,0.002278,0.002278,0.002278
236,51877.7,0.69016,0.33388,1.03331,0.97813,0.92935,0.97223,0.77364,0.82929,0.30432,1.16763,0.002245,0.002245,0.002245
237,52098.3,0.68967,0.34279,1.02568,0.98094,0.92592,0.97237,0.77355,0.82929,0.30349,1.16828,0.002212,0.002212,0.002212
238,52318.2,0.6815,0.33748,1.02919,0.97972,0.92554,0.97235,0.77376,0.83018,0.30396,1.16917,0.002179,0.002179,0.002179
239,52538.1,0.6894,0.3387,1.03295,0.97592,0.93173,0.97236,0.77452,0.82984,0.30431,1.16936,0.002146,0.002146,0.002146
240,52758.9,0.68145,0.33254,1.02687,0.97641,0.93103,0.97252,0.77453,0.8296,0.30394,1.16937,0.002113,0.002113,0.002113
241,52980.6,0.67935,0.33388,1.02217,0.97669,0.93016,0.97261,0.77394,0.83015,0.30452,1.16992,0.00208,0.00208,0.00208
242,53194.8,0.6709,0.3301,1.02038,0.97615,0.93113,0.9727,0.77358,0.83027,0.30406,1.17032,0.002047,0.002047,0.002047
243,53409.1,0.67953,0.33849,1.02724,0.97649,0.93103,0.97266,0.7739,0.83027,0.30437,1.17083,0.002014,0.002014,0.002014
244,53622.9,0.68276,0.33202,1.02987,0.97877,0.92952,0.97247,0.77431,0.83069,0.30449,1.17163,0.001981,0.001981,0.001981
245,53837.2,0.67181,0.3287,1.02575,0.97982,0.9271,0.97247,0.77322,0.83069,0.30348,1.17175,0.001948,0.001948,0.001948
246,54050.6,0.66665,0.32789,1.02064,0.98061,0.9269,0.97252,0.77391,0.83081,0.30389,1.17224,0.001915,0.001915,0.001915
247,54265.2,0.66776,0.33068,1.02116,0.98097,0.92709,0.97266,0.77398,0.83072,0.30434,1.17273,0.001882,0.001882,0.001882
248,54478.6,0.67387,0.332,1.02687,0.97845,0.92961,0.97263,0.77409,0.83096,0.30368,1.17341,0.001849,0.001849,0.001849
249,54692.3,0.66744,0.33361,1.02114,0.97794,0.93046,0.97278,0.77356,0.83172,0.30364,1.1742,0.001816,0.001816,0.001816
250,54905.3,0.66382,0.32832,1.01822,0.97792,0.9306,0.97275,0.7742,0.83194,0.3038,1.17488,0.001783,0.001783,0.001783
251,55119.1,0.65615,0.33004,1.01776,0.97685,0.93063,0.97271,0.77363,0.83189,0.30385,1.17512,0.00175,0.00175,0.00175
252,55335.4,0.668,0.33166,1.01609,0.97579,0.92989,0.9728,0.7736,0.83186,0.30298,1.17603,0.001717,0.001717,0.001717
253,55550.1,0.6669,0.32812,1.02432,0.97597,0.9302,0.97288,0.77427,0.8318,0.30312,1.17688,0.001684,0.001684,0.001684
254,55763.7,0.65986,0.33212,1.0164,0.97607,0.93016,0.97292,0.7742,0.83144,0.30286,1.17729,0.001651,0.001651,0.001651
255,55977.4,0.65562,0.32303,1.01444,0.9761,0.92997,0.97293,0.77471,0.83117,0.3031,1.1778,0.001618,0.001618,0.001618
256,56192.2,0.65587,0.32211,1.01086,0.97699,0.92989,0.97295,0.7745,0.83126,0.3032,1.17862,0.001585,0.001585,0.001585
257,56405.8,0.65997,0.32479,1.01803,0.97682,0.92989,0.97289,0.77525,0.83134,0.30377,1.17913,0.001552,0.001552,0.001552
258,56619,0.65741,0.32207,1.01754,0.97492,0.93373,0.973,0.77581,0.83149,0.30403,1.18009,0.001519,0.001519,0.001519
259,56832.3,0.65736,0.32701,1.01584,0.97632,0.93181,0.97303,0.7747,0.83136,0.30427,1.18078,0.001486,0.001486,0.001486
260,57046.2,0.6441,0.31791,1.01223,0.97746,0.93215,0.97306,0.77348,0.83115,0.30413,1.18123,0.001453,0.001453,0.001453
261,57260,0.63606,0.31516,1.00638,0.97667,0.93247,0.97308,0.77395,0.83106,0.30357,1.18204,0.00142,0.00142,0.00142
262,57474.3,0.644,0.3194,1.00662,0.97595,0.93252,0.97312,0.77387,0.83119,0.3038,1.18252,0.001387,0.001387,0.001387
263,57687.7,0.63578,0.31145,1.00283,0.97521,0.93256,0.97278,0.77401,0.83158,0.30357,1.18323,0.001354,0.001354,0.001354
264,57901,0.64381,0.31295,1.00557,0.97555,0.93249,0.9728,0.77304,0.83164,0.30382,1.18364,0.001321,0.001321,0.001321
265,58115.2,0.64373,0.3124,1.008,0.97583,0.93252,0.97278,0.77422,0.83152,0.30441,1.18434,0.001288,0.001288,0.001288
266,58328.9,0.64477,0.31779,1.01068,0.97636,0.93351,0.97282,0.77405,0.83122,0.30413,1.18465,0.001255,0.001255,0.001255
267,58542.2,0.63955,0.30993,1.00595,0.97102,0.93441,0.97288,0.77473,0.83179,0.30401,1.18551,0.001222,0.001222,0.001222
268,58756.5,0.63787,0.31189,1.00172,0.97084,0.93438,0.97289,0.77447,0.83224,0.30359,1.18612,0.001189,0.001189,0.001189
269,58970,0.63334,0.31346,1.00156,0.97081,0.93446,0.97278,0.77429,0.83246,0.3039,1.18676,0.001156,0.001156,0.001156
270,59183.3,0.6318,0.31011,0.99913,0.97044,0.93703,0.9727,0.77461,0.8326,0.30369,1.18733,0.001123,0.001123,0.001123
271,59396.2,0.63768,0.31467,1.00473,0.97043,0.93709,0.97275,0.77436,0.83263,0.30383,1.18792,0.00109,0.00109,0.00109
272,59610,0.62402,0.30649,0.99221,0.9705,0.93698,0.97279,0.77353,0.83297,0.30401,1.1887,0.001057,0.001057,0.001057
273,59821.9,0.62492,0.3066,0.99729,0.96969,0.93726,0.97287,0.7739,0.83313,0.3034,1.18914,0.001024,0.001024,0.001024
274,60036.1,0.63017,0.30818,0.99939,0.96978,0.93702,0.97288,0.77407,0.83337,0.30388,1.18961,0.000991,0.000991,0.000991
275,60249.4,0.63859,0.31053,1.00325,0.97082,0.93419,0.9729,0.77406,0.83399,0.30369,1.19015,0.000958,0.000958,0.000958
276,60461.9,0.61671,0.30157,0.99262,0.97191,0.93426,0.97289,0.77351,0.83395,0.30364,1.19063,0.000925,0.000925,0.000925
277,60675,0.62393,0.30353,0.9967,0.97191,0.93419,0.97287,0.77402,0.83393,0.30372,1.19083,0.000892,0.000892,0.000892
278,60886.7,0.61606,0.29902,0.99366,0.9719,0.93394,0.97286,0.77401,0.83397,0.30391,1.1911,0.000859,0.000859,0.000859
279,61098.8,0.61445,0.30321,0.98932,0.97242,0.93364,0.97289,0.77376,0.83397,0.30374,1.1916,0.000826,0.000826,0.000826
280,61310.6,0.61187,0.29893,0.99116,0.9725,0.9333,0.97285,0.7736,0.83412,0.30356,1.1921,0.000793,0.000793,0.000793
281,61523,0.61798,0.30606,0.99353,0.97345,0.9333,0.97272,0.77332,0.83375,0.3038,1.19235,0.00076,0.00076,0.00076
282,61734.9,0.61121,0.29753,0.99125,0.97234,0.9344,0.97256,0.77355,0.83375,0.30359,1.19282,0.000727,0.000727,0.000727
283,61947.3,0.61789,0.30615,0.99589,0.97181,0.93444,0.97251,0.77307,0.83391,0.30392,1.1934,0.000694,0.000694,0.000694
284,62158.8,0.60127,0.29413,0.98446,0.97166,0.93444,0.97251,0.77386,0.83364,0.30409,1.19405,0.000661,0.000661,0.000661
285,62371.8,0.61249,0.30106,0.98935,0.97177,0.93444,0.9725,0.77433,0.83374,0.30365,1.1948,0.000628,0.000628,0.000628
286,62584.1,0.61329,0.30056,0.99184,0.97185,0.93444,0.97243,0.7739,0.83377,0.30301,1.19533,0.000595,0.000595,0.000595
287,62794.6,0.60424,0.29678,0.99317,0.97189,0.93444,0.97249,0.77429,0.83368,0.30295,1.19575,0.000562,0.000562,0.000562
288,63007.2,0.60785,0.29826,0.98761,0.97175,0.93444,0.97252,0.7742,0.83398,0.30314,1.19647,0.000529,0.000529,0.000529
289,63223.2,0.60336,0.29723,0.98753,0.97288,0.93444,0.97249,0.7742,0.83378,0.30307,1.19688,0.000496,0.000496,0.000496
290,63435.7,0.60807,0.29492,0.99022,0.97289,0.93444,0.97252,0.7741,0.83389,0.30311,1.1975,0.000463,0.000463,0.000463
291,63666.1,0.51057,0.23103,0.93682,0.9728,0.93444,0.97249,0.77407,0.83397,0.30313,1.19793,0.00043,0.00043,0.00043
292,63878.1,0.50517,0.22766,0.93001,0.97268,0.93444,0.97276,0.77458,0.83414,0.30359,1.19851,0.000397,0.000397,0.000397
293,64089.6,0.50561,0.22901,0.93507,0.97267,0.93444,0.97277,0.77403,0.83415,0.30339,1.19901,0.000364,0.000364,0.000364
294,64302.2,0.49963,0.22587,0.93097,0.97266,0.93444,0.9727,0.77346,0.83436,0.30393,1.19968,0.000331,0.000331,0.000331
295,64515.2,0.49692,0.22393,0.92954,0.97261,0.93444,0.9727,0.77359,0.83465,0.30416,1.20017,0.000298,0.000298,0.000298
296,64728.7,0.50004,0.22389,0.92764,0.97285,0.93519,0.97262,0.7739,0.83471,0.30426,1.20064,0.000265,0.000265,0.000265
297,64941.6,0.49182,0.22364,0.92444,0.97282,0.93513,0.97266,0.77425,0.83519,0.30436,1.20144,0.000232,0.000232,0.000232
298,65153.4,0.4911,0.22023,0.9283,0.97282,0.93513,0.97262,0.77452,0.83556,0.30412,1.20226,0.000199,0.000199,0.000199
299,65366.6,0.49381,0.22016,0.92611,0.97285,0.93515,0.97266,0.77413,0.83559,0.30441,1.20265,0.000166,0.000166,0.000166
300,65579.6,0.49087,0.22013,0.92433,0.97339,0.93474,0.9727,0.77464,0.83578,0.30436,1.20325,0.000133,0.000133,0.000133
